invite_rank,rank,tier,recommended_action,opportunity_score,practical_score,confidence,access_bucket,buyer_fit_score,product_fit_score,topic_fit_score,signal_score,location_score,schedule_score,negative_score,fit_summary,matched_signals,caveats,description_excerpt,id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,source_url,fetch_status,fetch_error,final_url,canonical_url,local_html_path,page_title,event_description
413,929,D,Skip,19,11,low from metadata,invite_only_source,0,0,10,0,2,13,0,topic: AI,AI,"midtown reachable; peak early-week day, evening friendly; no fetched description; invite only source",,4833,Build Smarter: What AI Actually Changes for Product Teams,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Midtown,Midtown,Evening,Infinum,Infinum,,Infinum,infinum,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
414,930,D,Skip,19,11,low from metadata,invite_only_source,0,0,0,4,8,13,0,signal: networking format,networking format,"downtown convenient; peak early-week day, evening friendly; no fetched description; invite only source",,5474,Growth Mixer,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,SoHo,SoHo,Evening,Rubicon Bridge Ltd,Rubicon Bridge Ltd,,Rubicon Bridge Ltd,rubicon-bridge-ltd,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
415,931,D,Skip,19,11,low from metadata,invite_only_source,0,0,0,5,8,12,0,signal: builders/operators,builders/operators,"downtown convenient; peak midweek day, evening friendly; no fetched description; invite only source",,4087,New York | HappyRobot Builders Night,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,SoHo,SoHo,Evening,HappyRobot,HappyRobot,,HappyRobot,happyrobot,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
416,932,D,Skip,19,11,low from metadata,invite_only_source,0,0,10,0,6,9,0,topic: AI,AI,"near downtown; still high-density, evening friendly; no fetched description; invite only source",,116,Transformation Through AI: The Trust Layer Beneath AI,2026-06-04,17:30:00,Thursday,2026-06-04 17:30,New York City,Flatiron,Flatiron,Evening,Beyond Capital,Beyond Capital,,Beyond Capital,beyond-capital,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
417,955,D,Skip,18,16,medium,apply_or_curated,0,0,10,9,8,-1,-12,"topic: AI; signal: builders/operators, founders","AI, builders/operators, founders","downtown convenient; peak early-week day, morning drag, very early; off-ICP signals: marketing/GTM/creator; apply or curated",You've built something worth talking about. Now you just need journalists to agree. Getting press coverage in 2026 is both more important and more difficult than ever. One story in the right outlet can do more than a year of paid ads - but that email you sent...,5472,Cut through noise & make the news: media panel for founders,2026-06-02,08:00:00,Tuesday,2026-06-02 08:00,New York City,Financial District,Financial District,Morning,LaunchLink Communications,LaunchLink Communications,Pressto AI,LaunchLink Communications; Pressto AI,launchlink-communications; pressto-ai,False,,https://partiful.com/e/gx05U9GiNs8y0Rh7lC2E,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/gx05U9GiNs8y0Rh7lC2E,https://partiful.com/e/gx05U9GiNs8y0Rh7lC2E,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/gx05U9GiNs8y0Rh7lC2E-fbbdb1949f.html,RSVP to Cut through noise & ma… | Partiful,"You've built something worth talking about. Now you just need journalists to agree. 

Getting press coverage in 2026 is both more important and more difficult than ever. One story in the right outlet can do more than a year of paid ads - but that email you sent to a journalist about your startup is one of hundreds of pitches just like it.

Join us for a breakfast panel with journalists and comms leaders from major media and tech companies including Yahoo and Vox Media who will share what actually lands coverage in the age of AI slop.

Founders, apply for the a limited spot in the workshop to follow and put what you've learned into practice. 

Presented by LaunchLink and Pressto. Fast-moving tech brands, get expert PR service at launchlink.co. And early brands that want to DIY their PR can do it all with heypressto.ai. 

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
418,956,D,Skip,18,16,low-medium,apply_or_curated,0,0,0,8,8,8,-10,"signal: founders, networking format","founders, networking format","downtown convenient; peak midweek day, midday; off-ICP signals: consumer/lifestyle; apply or curated","We’re bringing together the brightest minds in the startup scene for an intimate lunch in the heart of SoHo, New York. Your hosts, C.C. Gong (Menlo Ventures), Maddy Gaiman (Amex Ventures), Alex Pavlou (Bamboo X), and Annie Garofalo (Confidante), will curate a...",4665,Inner Circle: Founder & VC Lunch,2026-06-03,12:00:00,Wednesday,2026-06-03 12:00,New York City,SoHo,SoHo,Noon,Menlo Ventures,Menlo Ventures,AmEx Ventures; Confidante: Cofounder Dynamics; BambooX,Menlo Ventures; AmEx Ventures; Confidante: Cofounder Dynamics; BambooX,menlo-ventures; amex-ventures; confidante-cofounder-dynamics; bamboox,False,,https://partiful.com/e/EkVKsItVP7ZxENEfmZSV,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/EkVKsItVP7ZxENEfmZSV,https://partiful.com/e/EkVKsItVP7ZxENEfmZSV,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/EkVKsItVP7ZxENEfmZSV-72164d1552.html,Inner Circle: Founder & VC Lun… | Partiful,"We’re bringing together the brightest minds in the startup scene for an intimate lunch in the heart of SoHo, New York. Your hosts, C.C. Gong (Menlo Ventures), Maddy Gaiman (Amex Ventures), Alex Pavlou (Bamboo X), and Annie Garofalo (Confidante), will curate an environment where you can dive deep, enjoy great food, and forge meaningful connections.

This isn’t your typical networking event. Expect candid conversations, valuable insights, and the opportunity to learn directly from fellow founders and investors. Whether you’re seeking advice, potential partners, or just a fresh perspective, this lunch is designed to inspire and connect.

We will be hand-selecting 30 special guests to join this exclusive lunch experience, optimizing for representation across the entrepreneurial ecosystem (founders, investors, Pre-Seed through Series C, across industries). Please apply only if you’re able to attend and be fully present!

Learn more about the co-hosts:
• Menlo Ventures (menlovc.com): Investing in the boldest entrepreneurs reshaping the future.
• Amex Ventures (amexventures.com): VC arm of American Express, offers the resources of a global services company paired with the experience of a leading venture fund.
• Confidante (confidante.info): 65% of high-potential startups fail due to preventable conflict among co-founders. Start the conversations early to protect your founding team and company.
• Bamboo X (bamboo-x.com) is a New York Technical & Design Recruiting Partner to the Innovation Ecosystem. We hire world-class talent for disruptive startups building what's next. 

If you have any questions, please email annie@confidante.info.

We can’t wait to see you there!

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
419,957,D,Skip,18,16,low-medium,apply_or_curated,0,0,0,0,8,6,0,weak explicit ICP signals,,"downtown convenient; taper day, evening friendly; apply or curated","Flirt Tank Dating! Email Elizabeth at eswaney@gmail.com to apply, or if you'd like to partner/sponsor. This event is a part of #NewYorkTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.",5149,Flirt Tank Dating,2026-06-05,18:00:00,Friday,2026-06-05 18:00,New York City,East Village,East Village,Evening,Live Different Comedy,Live Different Comedy,,Live Different Comedy,live-different-comedy,False,,https://partiful.com/e/958YRufxIqlYXcPAaBpB?c=ZhwP0txa,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/958YRufxIqlYXcPAaBpB?c=ZhwP0txa,https://partiful.com/e/958YRufxIqlYXcPAaBpB,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/958YRufxIqlYXcPAaBpB-72d047f31e.html,Flirt Tank Dating - #NYTechWee… | Partiful,"Flirt Tank Dating!

Email Elizabeth at eswaney@gmail.com to apply, or if you'd like to partner/sponsor. 

This event is a part of #NewYorkTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
420,958,D,Skip,18,11,low-medium,apply_or_curated,0,0,0,13,8,0,-12,"signal: curated room, founders","curated room, founders","downtown convenient; early-week push, morning drag, early; off-ICP signals: marketing/GTM/creator; apply or curated","Mercury’s Vinyl House at NY Tech Week June 1st, 2nd, and 3rd · 9 am–3 pm Port Sa'id · 88 King St, NYC NY Tech Week moves fast. Mercury's Vinyl House is a place to slow down — just long enough to catch your breath, get inspired, and keep moving. We're taking o...",4379,Mercury Vinyl House,2026-06-01,09:00:00,Monday,2026-06-01 09:00,New York City,SoHo,SoHo,Morning,Mercury,Mercury,,Mercury,mercury,False,,https://partiful.com/e/OQcXidQ0QEKhEdW61f49,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/OQcXidQ0QEKhEdW61f49,https://partiful.com/e/OQcXidQ0QEKhEdW61f49,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/OQcXidQ0QEKhEdW61f49-01f4a40188.html,"Mercury 
Vinyl House - #NYTech… | Partiful","Mercury’s Vinyl House at NY Tech Week 
June 1st, 2nd, and 3rd · 9 am–3 pm 
Port Sa'id · 88 King St, NYC

NY Tech Week moves fast. Mercury's Vinyl House is a place to slow down — just long enough to catch your breath, get inspired, and keep moving.

We're taking over Port Sa'id in SoHo for three days: part co-working hub, part vinyl listening lounge, all founder-first. Whether you're between meetings, hosting one, or just need somewhere to land, this is your home base.

What to expect:
☕ Coffee + light bites to keep you going 
🧑‍💻 Comfortable workspace to plug in and get things done 
🎧 Live vinyl DJ sets 
🎶 Listening booths + curated music moments 
🛍️ Limited edition merch 

Plus two expert sessions:

Live Pitch Jam — June 1 @ 10:30 am 
Want real, unfiltered feedback as you sharpen your ideas? In this interactive, fast-paced session, founders share their working pitches live with Brandon Bryant (Partner, Harlem Capital Partners) and Jenny Fielding (Co-founder & Managing Partner, Everywhere Ventures). Come ready to think on your feet — they've been known to flip the script just to see how you handle it.

How did you do that? — June 2 @ 10:30 am 
Everyone talks about strategy and outcomes. But what actually happened behind the scenes? Channing Allen (Co-founder, IndieHackers and Hatch) and Dan Shipper (Co-founder & CEO, Every) break down the pivotal moments — what they did, what worked, what didn't, and what they'd do differently.

We'll wrap it all up with a Closing Brunch on June 3, 9–11 am.

Register now if you're planning to stop by. 

➡️ MERCURY
Mercury is a radically different banking* product — engineered from the ground up to hold, move, and help you truly understand your money like never before. Everything you need is built in: cards, invoicing, bill pay, spend management, real-time insights, intelligent categorization. And because it all lives in one place, it gets smarter the more you use it — surfacing what you need, when you need it, in ways a patchwork of tools never could. To join the more than 300K entrepreneurs that trust Mercury, visit mercury.com.

**Mercury is a fintech company, not a bank. Banking services provided through Choice Financial Group and Column N.A., Members FDIC. The IO Card is issued by Patriot Bank, Member FDIC, pursuant to a license from Mastercard International Incorporated.*

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

The event hosts and sponsors may use the personal information collected from and about you for business purposes, including sending newsletters, updates, and other communications about services, programming, and events, unless you choose to opt out. Please note that a photographer will be on-site, and Mercury may use event photos in its marketing materials."
421,959,D,Skip,18,11,low-medium,apply_or_curated,0,0,0,13,8,0,-12,"signal: curated room, founders","curated room, founders","downtown convenient; early-week push, morning drag, early; off-ICP signals: marketing/GTM/creator; apply or curated","Mercury’s Vinyl House at NY Tech Week June 1st, 2nd, and 3rd · 9 am–3 pm Port Sa'id · 88 King St, NYC NY Tech Week moves fast. Mercury's Vinyl House is a place to slow down — just long enough to catch your breath, get inspired, and keep moving. We're taking o...",5508,Mercury Vinyl House,2026-06-01,09:00:00,Monday,2026-06-01 09:00,New York City,SoHo,SoHo,Morning,Mercury,Mercury,,Mercury,mercury,False,,https://partiful.com/e/OQcXidQ0QEKhEdW61f49?c=SXBuhGar,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/OQcXidQ0QEKhEdW61f49?c=SXBuhGar,https://partiful.com/e/OQcXidQ0QEKhEdW61f49,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/OQcXidQ0QEKhEdW61f49-afe0f4b29e.html,"Mercury 
Vinyl House - #NYTech… | Partiful","Mercury’s Vinyl House at NY Tech Week 
June 1st, 2nd, and 3rd · 9 am–3 pm 
Port Sa'id · 88 King St, NYC

NY Tech Week moves fast. Mercury's Vinyl House is a place to slow down — just long enough to catch your breath, get inspired, and keep moving.

We're taking over Port Sa'id in SoHo for three days: part co-working hub, part vinyl listening lounge, all founder-first. Whether you're between meetings, hosting one, or just need somewhere to land, this is your home base.

What to expect:
☕ Coffee + light bites to keep you going 
🧑‍💻 Comfortable workspace to plug in and get things done 
🎧 Live vinyl DJ sets 
🎶 Listening booths + curated music moments 
🛍️ Limited edition merch 

Plus two expert sessions:

Live Pitch Jam — June 1 @ 10:30 am 
Want real, unfiltered feedback as you sharpen your ideas? In this interactive, fast-paced session, founders share their working pitches live with Brandon Bryant (Partner, Harlem Capital Partners) and Jenny Fielding (Co-founder & Managing Partner, Everywhere Ventures). Come ready to think on your feet — they've been known to flip the script just to see how you handle it.

How did you do that? — June 2 @ 10:30 am 
Everyone talks about strategy and outcomes. But what actually happened behind the scenes? Channing Allen (Co-founder, IndieHackers and Hatch) and Dan Shipper (Co-founder & CEO, Every) break down the pivotal moments — what they did, what worked, what didn't, and what they'd do differently.

We'll wrap it all up with a Closing Brunch on June 3, 9–11 am.

Register now if you're planning to stop by. 

➡️ MERCURY
Mercury is a radically different banking* product — engineered from the ground up to hold, move, and help you truly understand your money like never before. Everything you need is built in: cards, invoicing, bill pay, spend management, real-time insights, intelligent categorization. And because it all lives in one place, it gets smarter the more you use it — surfacing what you need, when you need it, in ways a patchwork of tools never could. To join the more than 300K entrepreneurs that trust Mercury, visit mercury.com.

**Mercury is a fintech company, not a bank. Banking services provided through Choice Financial Group and Column N.A., Members FDIC. The IO Card is issued by Patriot Bank, Member FDIC, pursuant to a license from Mastercard International Incorporated.*

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

The event hosts and sponsors may use the personal information collected from and about you for business purposes, including sending newsletters, updates, and other communications about services, programming, and events, unless you choose to opt out. Please note that a photographer will be on-site, and Mercury may use event photos in its marketing materials."
422,960,D,Skip,18,11,low-medium,apply_or_curated,0,0,0,13,2,13,-19,"signal: curated room, founders","curated room, founders","midtown reachable; peak early-week day, evening friendly; off-ICP signals: off-ICP vertical, marketing/GTM/creator; apply or curated","iHeartMedia Ventures and Alumni Ventures invite you to an evening bringing together founders, funders, and creators that are shaping the future of venture capital and startup innovation. This curated gathering is designed to connect the people building and ba...",4689,The Creator + Consumer Crash Out: Founders + Funders @ iHeartRadio HQ,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,Alumni Ventures,Alumni Ventures,iHeart Radio Ventures,Alumni Ventures; iHeart Radio Ventures,alumni-ventures; iheart-radio-ventures,False,,https://partiful.com/e/TpLCSAej2w4Mg9TbFTyH?c=A2ouKawS,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/TpLCSAej2w4Mg9TbFTyH?c=A2ouKawS,https://partiful.com/e/TpLCSAej2w4Mg9TbFTyH,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/TpLCSAej2w4Mg9TbFTyH-27b8a474a2.html,RSVP to The Creator + Consumer… | Partiful,"iHeartMedia Ventures and Alumni Ventures invite you to an evening bringing together founders, funders, and creators that are shaping the future of venture capital and startup innovation.

This curated gathering is designed to connect the people building and backing the next generation of industry defining companies, blending high-signal conversation, meaningful connections, and not-to-be-missed live entertainment.

We'll dive into how creators are adapting to the saturated media landscape to drive connection & maintain influence among consumers and how founders/funders are seeing consumers respond to the saturated influencer marketplace. 

Featuring special guest(s) including:

Oz Woloshyn (TechStuff), breaking down the forces shaping today’s tech landscape

A leading voice in entertainment and content creation, exploring how creators are building brands and businesses in today's media landscape

John Stessel, NYC-based mentalist and magician delivering an interactive, high-energy experience

Expect a top-tier curated guest list, great energy, and an unforgettable night at the intersection of tech, entertainment and culture.

About AV:

About iHeartMedia Ventures: iHeartMedia Corporate Development & Ventures invests in companies across all consumer industries and companies strategic to iHeart’s business and growth.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
423,961,D,Skip,18,10,low from metadata,invite_only_source,0,0,10,8,-5,11,0,topic: AI; signal: high-signal format,"AI, high-signal format","less convenient; early-week push, evening friendly; no fetched description; invite only source",,4805,Why The Future of Dating is Intelligent: Fireside Chat & Panel,2026-06-01,18:00:00,Monday,2026-06-01 18:00,New York City,Brooklyn,Brooklyn,Evening,Eternity LLC,Eternity LLC,Unity Flow AI,Eternity LLC; Unity Flow AI,eternity-llc; unity-flow-ai,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
424,962,D,Skip,18,10,low from metadata,invite_only_source,0,0,10,0,2,12,0,topic: AI,AI,"midtown reachable; peak midweek day, evening friendly; no fetched description; invite only source",,34,AI x Cybersecurity: The Future of Trust in Tech,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Midtown,Midtown,Evening,SweatTruth AI,SweatTruth AI,,SweatTruth AI,sweattruth-ai,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
425,963,D,Skip,18,10,low from metadata,invite_only_source,0,0,10,0,2,12,0,topic: AI,AI,"midtown reachable; peak midweek day, evening friendly; no fetched description; invite only source",,5521,"Emmy-Winning Tech to Real-World Missions: AI, Drones, and Modern Warfare",2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Midtown,Midtown,Evening,Bereisheet Tech,Bereisheet Tech,,Bereisheet Tech,bereisheet-tech,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
426,964,D,Skip,18,10,low from metadata,invite_only_source,0,0,0,4,8,12,0,signal: networking format,networking format,"downtown convenient; peak midweek day, evening friendly; no fetched description; invite only source",,244,The New Financial Internet: NY Tech Week Mixer,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,SoHo,SoHo,Evening,Rayo Capital,Rayo Capital,,Rayo Capital,rayo-capital,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
427,983,D,Skip,17,15,low-medium,apply_or_curated,0,0,0,0,2,11,0,weak explicit ICP signals,,"midtown reachable; peak early-week day, afternoon; apply or curated","This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com. ​​​​​*Disclaimer: By attending The Rise Circle, you agree that the photos/videos taken during the event will...",5318,The Rise Circle - The Reset Room Sound Bath,2026-06-02,15:00:00,Tuesday,2026-06-02 15:00,New York City,Midtown,Midtown,Afternoon,Altruistic Scribe Company,Altruistic Scribe Company,African Women in STEM,Altruistic Scribe Company; African Women in STEM,altruistic-scribe-company; african-women-in-stem,False,,https://partiful.com/e/wgdV8OJvF9oyEsgJbfR7?f=1&photo=all,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/wgdV8OJvF9oyEsgJbfR7?f=1&photo=all,https://partiful.com/e/wgdV8OJvF9oyEsgJbfR7,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/wgdV8OJvF9oyEsgJbfR7-ca9da0ab5f.html,📸 Add to Photo Album for The … | Partiful,"This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

​​​​​*Disclaimer: By attending The Rise Circle, you agree that the photos/videos taken during the event will be used for the promotion of future events.

_______________

Interested in becoming a sponsor/ vendor for this event? Fill out the form below to apply. We are seeking partners who share our commitment to innovation, impact, and the people shaping what's next.
http://bit.ly/4nk7c9E"
428,984,D,Skip,17,9,low from metadata,invite_only_source,0,0,0,4,6,13,0,signal: founders,founders,"near downtown; peak early-week day, evening friendly; no fetched description; invite only source",,6212,Israeli Founders Forum Cocktail Reception,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,West Village,West Village,Evening,Israeli Mapped in NY,Israeli Mapped in NY,Valley Bank,Israeli Mapped in NY; Valley Bank,israeli-mapped-in-ny; valley-bank,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
429,985,D,Skip,17,9,low from metadata,invite_only_source,0,0,0,8,2,13,0,signal: high-signal format,high-signal format,"midtown reachable; peak early-week day, evening friendly; no fetched description; invite only source",,4219,NYTW Early-Stage Investor Dinner,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Midtown,Midtown,Evening,a16z speedrun,a16z speedrun,Precursor; Collab Fund,a16z speedrun; Precursor; Collab Fund,a16z-speedrun; precursor; collab-fund,True,platinum,,https://www.tech-week.com/calendar/nyc,,,,,,,
430,986,D,Skip,17,9,low from metadata,invite_only_source,0,0,0,5,6,12,0,signal: builders/operators,builders/operators,"near downtown; peak midweek day, evening friendly; no fetched description; invite only source",,4124,After the Demo: Where Builders Meet Backers,2026-06-03,17:30:00,Wednesday,2026-06-03 17:30,New York City,Flatiron,Flatiron,Evening,212.VC,212.VC,Revolv,212.VC; Revolv,212-vc; revolv,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
431,987,D,Skip,17,9,low from metadata,invite_only_source,0,0,0,5,6,12,0,signal: builders/operators,builders/operators,"near downtown; peak midweek day, evening friendly; no fetched description; invite only source",,139,Tech Week for Transatlantic Builders,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Flatiron,Flatiron,Evening,Frenchfounders,Frenchfounders,,Frenchfounders,frenchfounders,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
432,988,D,Skip,17,9,low from metadata,invite_only_source,0,0,10,0,4,9,0,topic: AI,AI,"reasonable Manhattan; still high-density, evening friendly; no fetched description; invite only source",,4711,Tech Pulse 2030- AI 2030 New York Event,2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,Gramercy Park,Gramercy Park,Evening,AI2030,AI2030,,AI2030,ai2030,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
433,989,D,Skip,17,9,low from metadata,invite_only_source,0,0,0,8,6,9,0,signal: high-signal format,high-signal format,"near downtown; still high-density, evening friendly; no fetched description; invite only source",,4282,The Dinner Table: Social Dinner Party Experience in West Village,2026-06-04,19:00:00,Thursday,2026-06-04 19:00,New York City,West Village,West Village,Evening,The Dinner Table Club,The Dinner Table Club,,The Dinner Table Club,the-dinner-table-club,True,,,https://www.tech-week.com/calendar/nyc,,,,,,,
434,1007,D,Skip,16,14,medium,apply_or_curated,0,0,10,8,-5,11,-12,"topic: AI; signal: founders, networking format","AI, founders, networking format","less convenient; early-week push, evening friendly; off-ICP signals: career/job-seeker; apply or curated",The resume revolution will not be televised but it will have Pizza. Resumes are so 1900s! So join us for a pizza launch party where we kickoff what we believe will be the future method of hiring. Are you a founder turned Venture Capitalist or Associate in VC...,4899,Last Call for Resumes,2026-06-01,17:30:00,Monday,2026-06-01 17:30,New York City,Brooklyn,Brooklyn,Evening,VCAR,VCAR,,VCAR,vcar,False,,https://partiful.com/events/t0O0kfWCNoBezm5F5x75/,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/t0O0kfWCNoBezm5F5x75,https://partiful.com/e/t0O0kfWCNoBezm5F5x75,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/t0O0kfWCNoBezm5F5x75-44d1198358.html,Last Call for Resumes - #NYTec… | Partiful,"The resume revolution will not be televised but it will have Pizza. 

Resumes are so 1900s! So join us for a pizza launch party where we kickoff what we believe will be the future method of hiring. 

Are you a founder turned Venture Capitalist or Associate in VC that can't move up? 
Tech worker that has been laid off?
Working in Health Care?
Working in ai?
A Hiring Manager or Recruiter?

This networking session could be just what you need during tech week 2026!

Fun fact: Legend has it that the first resume was invented in the late 1400s by Leonard da Vinci. 

That's hundreds of years using the same method to find candidates. Hiring managers, job candidates and recruiting firms alike need a new reliable method to find the right fit. 

Luckily I have created that method and I will be revealing this method and how, why it will work during New York Tech Week. 

So sit back, grab a slice of Pizza, network
and let's revolutionize how we connect with the right jobs and candidates. 

Note this is a free event but guests are encouraged to support the establishment.

To get the most out of this event (the Networking part) if you are a hiring manager, recruiter or in HR and are looking for talent, feel free to DM the organizer to list your role in the ""Hiring Networking Section"". The goal of this session is for attendees to not only learn about this new hiring method BUT to connect when there is a mutual need. 

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

*Please allow 12-72 hours for approval."
435,1008,D,Skip,16,14,low-medium,apply_or_curated,0,0,0,9,2,9,-8,signal: private/invite,private/invite,"midtown reachable; peak early-week day, midday; off-ICP signals: investor-heavy; apply or curated",Join an intimate lunch gathering of LPs and GPs—emerging and established—hosted by Mercury in partnership with Columbia University's Endowment and Reveille VC. Invite only. This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bri...,4490,GPs + LPs Lunch,2026-06-02,12:30:00,Tuesday,2026-06-02 12:30,New York City,Midtown,Midtown,Noon,Columbia University's Endowment,The Columbia Endowment,Mercury; Columbia Investment Management Company (IMC); Reveille VC,Mercury; The Columbia Endowment; Columbia Investment Management Company (IMC); Reveille VC,mercury; the-columbia-endowment; columbia-investment-management-company-imc; reveille-vc,False,,https://partiful.com/e/sI9uAVn8IoJIo6k4rLfI,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/sI9uAVn8IoJIo6k4rLfI,https://partiful.com/e/sI9uAVn8IoJIo6k4rLfI,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/sI9uAVn8IoJIo6k4rLfI-ddb9524360.html,RSVP to GPs + LPs Lunch - #NY… | Partiful,"Join an intimate lunch gathering of LPs and GPs—emerging and established—hosted by Mercury in partnership with Columbia University's Endowment and Reveille VC. 

Invite only.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
436,1009,D,Skip,16,14,low-medium,apply_or_curated,0,0,0,9,2,1,0,"signal: builders/operators, founders","builders/operators, founders","midtown reachable; peak midweek day, morning drag, early; apply or curated","A festive kickoff with the full delegation, NYC investors, and ecosystem leaders. ​AGENDA ​09:00am: Opening Day for Israeli Startup Delegations ​Welcoming guests and setting the vision for the event ​Attendance is by approval only. Confirmed guests will recei...",4010,Israel Founders Mission NYC,2026-06-03,09:00:00,Wednesday,2026-06-03 09:00,New York City,Midtown,Midtown,Morning,Discount Tech,Discount Tech,IDB Bank,Discount Tech; IDB Bank,discount-tech; idb-bank,False,,https://partiful.com/e/FD0bs4xlpm0BNege9bJE,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/FD0bs4xlpm0BNege9bJE,https://partiful.com/e/FD0bs4xlpm0BNege9bJE,/Users/nv/repos/0x4007/techweek-2026-event-picker/techweek_nyc_event_pages/FD0bs4xlpm0BNege9bJE-a8bcafa2c7.html,Israel Founders Mission NYC - … | Partiful,"A festive kickoff with the full delegation, NYC investors, and ecosystem leaders.

​AGENDA

​09:00am: Opening Day for Israeli Startup Delegations
​Welcoming guests and setting the vision for the event

​Attendance is by approval only. Confirmed guests will receive a calendar invite—non-transferable. Additional event details will follow.

​By attending, you agree to:

​ • Be respectful, professional, and follow all venue rules and laws.
​ • Avoid harassment, discrimination, or inappropriate behavior of any kind.
​ • Accept that participation is voluntary and at your own risk.

​The organizers are not responsible for injuries, lost items, or damages.
​Photos/videos may be taken and used for promotional purposes.
​By registering, you agree to receive event updates by email (unsubscribe anytime).

​If you do not agree to these terms, please do not attend.

For partnerships or media inquiries please reach out to: 
Nir Kouris, CMO
Discount Tech
nir.kouris@dbank.co.il

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
