calendar,techweek_id,calendar_block_id,partiful_id,rerank_id,entry_type,status,category,start,end,actual_start,actual_end,title,location,venue_query,venue_precision,route_mode,travel_minutes,route_details,subway_segments,transit_risk,note,sales_coaching,rank,tier,opportunity_score,event_url,google_maps_url
reference,TW-5204,TW-5204-REFERENCE,eSldi3iNIvAVo9utdd8S,5204,event,applied,backup,2026-06-04 19:00,2026-06-04 20:30,2026-06-04 19:00,2026-06-04 20:30,[PENDING BACKUP] From Prediction Markets to Predictive Intelligence Systems,Financial District,"Wall St, New York, NY",approx_from_calendar_location,,,,,,Wait for host approval Submitted via Partiful API; live update 2026-05-26: rsvpStatus=PENDING_APPROVAL; count=2; plusOne=Juinqe Lynn.,"Sales coaching:
Pitch: Accolades credits the engineering work commit counts miss, using source-linked GitHub and Slack evidence.
Open: This is less direct; use prediction and decision quality as the bridge.
Ask: How do you know which people or artifacts actually improved a technical decision?
Listen for: Decision provenance, forecasts versus outcomes, accountability, source-linked context.
Follow-up: Only pursue deep follow-up if they have an engineering team with GitHub/Slack pain.",89,B,57,https://partiful.com/e/eSldi3iNIvAVo9utdd8S,https://www.google.com/maps/search/?api=1&query=Wall+St%2C+New+York%2C+NY
reference,TW-5231,TW-5231-REFERENCE,idltitmjA4ZzL9IuK0Y6,5231,event,registered,apply,2026-06-04 19:00,2026-06-04 21:00,2026-06-04 19:00,2026-06-04 21:00,[REG CURATED] AI BUILDERS DINNER,"Flatiron, Manhattan, New York, NY","Flatiron, Manhattan, New York, NY",approx_from_signup_status,,,,,,On the list; monitor for updates Submitted via Partiful API; Partiful live sync 2026-05-12: rsvpStatus=APPROVED; count=1; plusOne=none; approved 2026-05-10 11:04 ET.,"Sales coaching:
Pitch: Accolades credits the engineering work commit counts miss, using source-linked GitHub and Slack evidence.
Open: At dinner, sell softly. Use founder-to-founder learning first.
Ask: How are AI builders changing how they reward and evaluate work inside their teams?
Listen for: AI-native operating models, fast-growing teams, founder pain, engineering leadership gaps.
Follow-up: Ask for one sharp product critique and one relevant engineering-leader intro.",11,S,90,https://partiful.com/e/idltitmjA4ZzL9IuK0Y6,https://www.google.com/maps/search/?api=1&query=Flatiron%2C+Manhattan%2C+New+York%2C+NY
schedule,TW-5114,TW-5114-SCHEDULE,X0u5GrmzvIUTrjoAOgVm,5114,event,registered,apply,2026-06-04 19:00,2026-06-04 20:45,2026-06-04 19:00,2026-06-04 20:45,[REG] Stop Making AI Guess: When Your Codebase Becomes the Spec,Union Square,"Union Square, Manhattan, New York, NY",approx_from_calendar_location,,,,,,Registered direct. This is the Thursday anchor unless a substantially better curated dinner approves. Registered; monitor for updates Submitted via Partiful API; rsvpStatus=GOING; count=2; plusOne=TBD.,"Sales coaching:
Pitch: Accolades credits the engineering work commit counts miss, using source-linked GitHub and Slack evidence.
Open: Use the codebase-as-spec theme and make Accolades feel complementary.
Ask: What would make a codebase trustworthy enough for agents and managers?
Listen for: Source-linked context, specs in code, review trails, stale docs, manager confidence.
Follow-up: Ask to exchange notes on codebase evidence and Accolades after the event.",21,S,76,https://partiful.com/e/X0u5GrmzvIUTrjoAOgVm,https://www.google.com/maps/search/?api=1&query=Union+Square%2C+Manhattan%2C+New+York%2C+NY
reference,TW-5207,TW-5207-REFERENCE,ed2EFWip0do9OuYmVPZI,5207,event,applied,backup,2026-06-04 20:00,2026-06-04 21:30,2026-06-04 20:00,2026-06-04 21:30,"[PENDING BACKUP] Free Phos, Real Convos. Agents in your DMs","City Hall Area, New York, NY","Pho Dragon Restaurant, 47 W 14th St, New York, NY 10011",exact_from_partiful_maps,,,,,,Wait for host approval Submitted via Partiful API; rsvpStatus=PENDING_APPROVAL; count=1; plusOne=none. Required follow questions answered truthfully as Not yet.,"Sales coaching:
Pitch: Accolades credits the engineering work commit counts miss, using source-linked GitHub and Slack evidence.
Open: Use the DM/agent framing to talk about decisions in conversational channels.
Ask: When agents and teammates work in DMs, what context should be preserved for later credit or audit?
Listen for: Slack/DM work, agent conversations, missing provenance, informal decisions.
Follow-up: Ask for feedback on Slack-first evidence capture if the person runs engineering workflows.",18,S,79,https://partiful.com/e/ed2EFWip0do9OuYmVPZI,https://www.google.com/maps/search/?api=1&query=Pho+Dragon+Restaurant%2C+47+W+14th+St%2C+New+York%2C+NY+10011
schedule,,TW-20260604-MEAL-DINNER,,,meal,registered,meal,2026-06-04 20:45,2026-06-04 21:45,2026-06-04 20:45,2026-06-04 21:45,Meal: Dinner after Stop Making AI Guess,Union Square,Union Square,meal_buffer,,,,,,One-hour meal buffer before heading home.,,,,,,https://www.google.com/maps/search/?api=1&query=Union+Square%2C+Manhattan%2C+New+York%2C+NY
schedule,TW-5114,TW-20260604-TRAVEL-HOME,X0u5GrmzvIUTrjoAOgVm,,travel,registered,travel,2026-06-04 21:45,2026-06-04 22:04,2026-06-04 21:45,2026-06-04 22:04,"Travel: Stop Making AI Guess: When Your Codebase Becomes the Spec -> 15 Cliff Street, New York, NY 10038","Stop Making AI Guess: When Your Codebase Becomes the Spec -> 15 Cliff Street, New York, NY 10038","Stop Making AI Guess: When Your Codebase Becomes the Spec -> 15 Cliff Street, New York, NY 10038",,subway+walk,19,Walk 0 min to 14 St-Union Sq (N/Q/R/W); subway 11 min; walk 3 min from Fulton St (2/3); includes 5 min buffer.,N 14 St-Union Sq to 14 St-Union Sq; 5 14 St-Union Sq to Fulton St,Minor delays possible,,,,,,https://partiful.com/e/X0u5GrmzvIUTrjoAOgVm,https://www.google.com/maps/dir/?api=1&origin=40.735736%2C-73.990568&destination=40.7084297%2C-74.0056635&travelmode=transit
schedule,,TW-20260605-SLEEP,,,sleep,registered,sleep,2026-06-05 03:45,2026-06-05 11:45,2026-06-05 03:45,2026-06-05 11:45,Sleep: 8 hours,"15 Cliff Street, New York, NY 10038","15 Cliff Street, New York, NY 10038",sleep_buffer,,,,,,Staggered late sleep block; night-to-night bedtime shift stays within 30 minutes.,,,,,,https://www.google.com/maps/search/?api=1&query=15+Cliff+Street%2C+New+York%2C+NY+10038
schedule,,TW-20260605-MEAL-DINNER,,,meal,registered,meal,2026-06-05 15:10,2026-06-05 16:10,2026-06-05 15:10,2026-06-05 16:10,Meal: Early dinner before Bare Metal,"15 Cliff Street, New York, NY 10038","15 Cliff Street, New York, NY 10038",meal_buffer,,,,,,One-hour food buffer before the Friday evening event.,,,,,,https://www.google.com/maps/search/?api=1&query=15+Cliff+Street%2C+New+York%2C+NY+10038
schedule,TW-5722,TW-5722-TRAVEL-IN,jkjGahQgmH9PLIxjfTFt,,travel,registered,travel,2026-06-05 16:21,2026-06-05 17:00,2026-06-05 16:21,2026-06-05 17:00,"Travel: 15 Cliff Street, New York, NY 10038 -> Bare Metal Happy Hour: Autonomous Systems & Agent Fleet Orchestration","15 Cliff Street, New York, NY 10038 -> Union Square, 201 Park Ave S, New York, NY","15 Cliff Street, New York, NY 10038 -> Union Square, 201 Park Ave S, New York, NY",,subway+walk,39,Walk 3 min to Fulton St (2/3); subway 27 min; walk 4 min from 14 St-Union Sq (N/Q/R/W); includes 5 min buffer.,2 Fulton St to 23 St; N 23 St to 14 St-Union Sq,Minor delays possible,,,,,,https://partiful.com/e/jkjGahQgmH9PLIxjfTFt,https://www.google.com/maps/dir/?api=1&origin=40.7084297%2C-74.0056635&destination=40.7365763%2C-73.9885429&travelmode=transit
schedule,TW-5722,TW-5722-SCHEDULE,jkjGahQgmH9PLIxjfTFt,5722,event,applied,primary,2026-06-05 17:00,2026-06-05 20:00,2026-06-05 17:00,2026-06-05 20:00,[PENDING] Bare Metal Happy Hour: Autonomous Systems & Agent Fleet Orchestration,"Union Square, 201 Park Ave S, New York, NY","Union Square, 201 Park Ave S, New York, NY",exact_from_signup_status,,,,,,Wait for host approval Submitted via Partiful API; rsvpStatus=PENDING_APPROVAL; count=1; plusOne=none.,"Sales coaching:
Pitch: Accolades credits the engineering work commit counts miss, using source-linked GitHub and Slack evidence.
Open: For agent fleet and autonomous systems people, focus on orchestration accountability.
Ask: How do teams know who did useful orchestration, review, and correction work across agent fleets?
Listen for: Multi-agent coordination, operations work, incident reviews, hidden platform labor.
Follow-up: Ask for intros to platform leads running agent or automation infrastructure.",45,A,64,https://partiful.com/e/jkjGahQgmH9PLIxjfTFt,https://www.google.com/maps/search/?api=1&query=Union+Square%2C+201+Park+Ave+S%2C+New+York%2C+NY
reference,TW-250,TW-250-REFERENCE,kvGpuFMeACW7ZWPYtxTP,250,event,applied,apply,2026-06-05 18:00,2026-06-05 21:00,2026-06-05 18:00,2026-06-05 21:00,[PENDING CURATED] YouCode AI Salon,"The Ivory Peacock, 38 W 26th St, New York, NY","The Ivory Peacock, 38 W 26th St, New York, NY",exact_from_signup_status,,,,,,Wait for host approval Submitted via Partiful API; rsvpStatus=PENDING_APPROVAL; count=1; plusOne=none.,"Sales coaching:
Pitch: Accolades credits the engineering work commit counts miss, using source-linked GitHub and Slack evidence.
Open: Treat this as a lower-pressure builder salon and look for AI-native founders.
Ask: How does your team credit prompt work, specs, review, and product judgment around AI coding?
Listen for: Builder workflows, early team habits, contribution rewards, technical-founder pain.
Follow-up: Ask for feedback or an intro; do not over-invest unless they match the ICP.",26,A,73,https://partiful.com/e/kvGpuFMeACW7ZWPYtxTP,https://www.google.com/maps/search/?api=1&query=The+Ivory+Peacock%2C+38+W+26th+St%2C+New+York%2C+NY
schedule,TW-5722,TW-20260605-TRAVEL-HOME,jkjGahQgmH9PLIxjfTFt,,travel,registered,travel,2026-06-05 20:00,2026-06-05 20:23,2026-06-05 20:00,2026-06-05 20:23,"Travel: Bare Metal Happy Hour: Autonomous Systems & Agent Fleet Orchestration -> 15 Cliff Street, New York, NY 10038","Bare Metal Happy Hour: Autonomous Systems & Agent Fleet Orchestration -> 15 Cliff Street, New York, NY 10038","Bare Metal Happy Hour: Autonomous Systems & Agent Fleet Orchestration -> 15 Cliff Street, New York, NY 10038",,subway+walk,23,Walk 4 min to 14 St-Union Sq (N/Q/R/W); subway 11 min; walk 3 min from Fulton St (2/3); includes 5 min buffer.,N 14 St-Union Sq to 14 St-Union Sq; 5 14 St-Union Sq to Fulton St,Minor delays possible,,,,,,https://partiful.com/e/jkjGahQgmH9PLIxjfTFt,https://www.google.com/maps/dir/?api=1&origin=40.7365763%2C-73.9885429&destination=40.7084297%2C-74.0056635&travelmode=transit
schedule,,TW-20260606-SLEEP,,,sleep,registered,sleep,2026-06-06 04:15,2026-06-06 12:15,2026-06-06 04:15,2026-06-06 12:15,Sleep: 8 hours,"15 Cliff Street, New York, NY 10038","15 Cliff Street, New York, NY 10038",sleep_buffer,,,,,,Staggered late sleep block after the final Tech Week route day.,,,,,,https://www.google.com/maps/search/?api=1&query=15+Cliff+Street%2C+New+York%2C+NY+10038
