open_rank,rank,tier,recommended_action,opportunity_score,practical_score,confidence,access_bucket,buyer_fit_score,product_fit_score,topic_fit_score,signal_score,location_score,schedule_score,negative_score,fit_summary,matched_signals,caveats,description_excerpt,id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,source_url,fetch_status,fetch_error,final_url,canonical_url,local_html_path,page_title,event_description
630,1120,D,Skip,11,16,low-medium,open_or_rsvp,0,0,0,0,-5,12,0,weak explicit ICP signals,,"less convenient; peak midweek day, evening friendly","Create party invitations online for any event. Design custom invites in seconds, and send invites instantly with our free invitation maker!",6421,Every  🤝 IRL,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Brooklyn,Brooklyn,Evening,Every,Every,,Every,every,False,,https://partiful.com/e/j7a3cTM6NpOxHA1Bn0So,https://www.tech-week.com/calendar/nyc,404,,https://partiful.com/e/j7a3cTM6NpOxHA1Bn0So,,,Not Found | Partiful,"Create party invitations online for any event. Design custom invites in seconds, and send invites instantly with our free invitation maker!"
631,1121,D,Skip,11,16,low-medium,open_or_rsvp,0,0,0,0,-5,12,0,weak explicit ICP signals,,"less convenient; peak midweek day, evening friendly","Create party invitations online for any event. Design custom invites in seconds, and send invites instantly with our free invitation maker!",6302,Similarweb Data at Bat - Luxury Suite at Yankee Stadium,2026-06-03,19:00:00,Wednesday,2026-06-03 19:00,New York City,Bronx,Bronx,Evening,Similarweb,Similarweb,,Similarweb,similarweb,False,,https://partiful.com/events/nhAcRk8Jk8F1D2h8ABYN/edit,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/events/nhAcRk8Jk8F1D2h8ABYN/edit,,data/source/event_pages/nhAcRk8Jk8F1D2h8ABYN-454561b7ff.html,Loading... | Partiful,"Create party invitations online for any event. Design custom invites in seconds, and send invites instantly with our free invitation maker!"
632,1122,D,Skip,11,16,low-medium,open_or_rsvp,0,0,0,4,8,-5,0,signal: founders,founders,"downtown convenient; still high-density, morning drag, very early","This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com. We meet at 7:25am - at Le Pain 395 S End Ave, New York, NY 10280, USA Intros 7:30am-7:35am Paces from 9min/m...",4268,Pitch and Run Tribeca,2026-06-04,07:30:00,Thursday,2026-06-04 07:30,New York City,Financial District,Financial District,Morning,Pitch and Run,Pitch and Run,,Pitch and Run,pitch-and-run,False,,https://partiful.com/e/OhM7wZlivF4xJHlW5LRs,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/OhM7wZlivF4xJHlW5LRs,https://partiful.com/e/OhM7wZlivF4xJHlW5LRs,data/source/event_pages/OhM7wZlivF4xJHlW5LRs-a59fee585f.html,RSVP to Pitch and Run Tribeca … | Partiful,"This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

We meet at 7:25am - at Le Pain 395 S End Ave, New York, NY 10280, USA

Intros 7:30am-7:35am
Paces from 9min/mile to party pace 11min/mile+
4.5 miles up the piers and back down the WSH
Route https://www.strava.com/routes/3213205617339336616
Coffee after

Pitch and Run was founded to make it easy for founders to connect with Angels and VCs without the pressure of a pitch meeting and to allow founders and startup employees to connect. Many companies have raised their round, found customers, and met their co-founders, and even found jobs from connections made at Pitch and Run"
633,1123,D,Skip,11,16,low-medium,open_or_rsvp,0,0,10,0,8,1,-12,topic: AI,AI,"downtown convenient; still high-density, morning drag; off-ICP signals: marketing/GTM/creator","​ElevenLabs is opening a voice-powered pop-up store in SoHo during Tech Week. Browse and buy from our brand new merch collection - dropping for the first time, exclusively here - by talking to ElevenAgents . Your coffee order is also handled by an agent. On u...",6418,ElevenLabs NY Tech Week PopUp,2026-06-04,11:00:00,Thursday,2026-06-04 11:00,New York City,SoHo,SoHo,Morning,ElevenLabs,ElevenLabs,,ElevenLabs,elevenlabs,False,,https://partiful.com/e/hVN69QHHQKaL72l700kB?,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/hVN69QHHQKaL72l700kB,https://partiful.com/e/hVN69QHHQKaL72l700kB,data/source/event_pages/hVN69QHHQKaL72l700kB-20b9d108bb.html,ElevenLabs NY Tech Week PopUp … | Partiful,"​ElevenLabs is opening a voice-powered pop-up store in SoHo during Tech Week.

Browse and buy from our brand new merch collection - dropping for the first time, exclusively here - by talking to ElevenAgents . Your coffee order is also handled by an agent. On us.

Beyond the shopping experience, the space is packed with hands-on demos: create an AI-generated song, hear your favorite book narrated in any language by an iconic voice, and more.

Come visit anytime between Monday June 1st and Sunday June 7th!

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
634,1124,D,Skip,11,16,low-medium,open_or_rsvp,0,0,0,9,8,9,-19,"signal: builders/operators, founders","builders/operators, founders","downtown convenient; still high-density, evening friendly; off-ICP signals: off-ICP vertical, marketing/GTM/creator","Creative Frequency: Where Creativity Meets Innovation 💭🎨🎶 We’re bringing together a dynamic mix of creators, founders, and investors to celebrate the energy at the intersection of art, technology, and culture. From builders to storytellers, this social is a s...",5728,Tech x Creator Social at #NYTechWeek,2026-06-04,17:30:00,Thursday,2026-06-04 17:30,New York City,Lower East Side,Lower East Side,Evening,Wells Fargo TMT Investment Banking,Wells Fargo TMT Investment Banking,,Wells Fargo TMT Investment Banking,wells-fargo-tmt-investment-banking,False,,https://partiful.com/e/EuXFQer0qIBFcE0xOhBX,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/EuXFQer0qIBFcE0xOhBX,https://partiful.com/e/EuXFQer0qIBFcE0xOhBX,data/source/event_pages/EuXFQer0qIBFcE0xOhBX-54260016fb.html,RSVP to Tech x Creator Social … | Partiful,"Creative Frequency: Where Creativity Meets Innovation 💭🎨🎶

We’re bringing together a dynamic mix of creators, founders, and investors to celebrate the energy at the intersection of art, technology, and culture.

From builders to storytellers, this social is a space for those shaping what’s next—through creativity, connection, and bold ideas.

Come through and make new friends! 👯 👯

—

Brought to you by cohosts from Tech & Media Investment Banking at Wells Fargo, Third Space Capital, and more.

This event is a part of #NYTechWeek - a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com"
635,1125,D,Skip,11,16,medium,open_or_rsvp,0,0,32,4,-5,-5,-19,"topic: infra/platform, AI, enterprise; signal: networking format","infra/platform, AI, enterprise, networking format","less convenient; taper day, morning drag, early; off-ICP signals: off-ICP vertical, marketing/GTM/creator","Unlocking the Future of Small and Medium Business with Big Box Solutions Date: Friday, June 5 Time: 9:00 AM – 11:00 AM Location: Queens Chamber of Commerce – The Bulova Center 75-20 Astoria Boulevard, Suite 140 Jackson Heights, New York Ideal for: Owners and...",5773,"Innovators' Hub: Cutting-Edge Tech, SMB Ready",2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Queens,Queens,Morning,Queens Chamber of Commerce,Queens Chamber of Commerce,Firstlight Cloud Xchange,Queens Chamber of Commerce; Firstlight Cloud Xchange,queens-chamber-of-commerce; firstlight-cloud-xchange,False,,https://partiful.com/e/cy4iiLTbdihqqMMs9WeM,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/cy4iiLTbdihqqMMs9WeM,https://partiful.com/e/cy4iiLTbdihqqMMs9WeM,data/source/event_pages/cy4iiLTbdihqqMMs9WeM-75a06ec8d9.html,Innovators' Hub: Cutting-Edge … | Partiful,"Unlocking the Future of Small and Medium Business with Big Box Solutions

Date: Friday, June 5
Time: 9:00 AM – 11:00 AM
Location: Queens Chamber of Commerce – The Bulova Center 
75-20 Astoria Boulevard, Suite 140
Jackson Heights, New York

Ideal for: Owners and decision-makers of Queens and Long Island based small to medium-sized businesses, typically with 10 to 500 employees, across industries like finance, construction, logistics, retail, hospitality, and non-profits. It's also ideal for IT professionals eager to explore how enterprise-grade technology can drive growth and efficiency in their operations.

Where are you spending NY Tech Week? Come to Queens! 

The Queens Chamber of Commerce invites you to join Innovators' Hub during NY Tech Week. Discover how your next multi million-dollar venture could start with just you and your laptop. Mark Cuban predicts that the world's first trillionaires will emerge from those who master AI in unprecedented ways. How can you leverage this bold idea to drive tangible results for your business this year?

Event Highlights:
*9:00 – 9:30 AM Networking: Connect with fellow innovators and business owners.
*9:30 – 10:10 AM Panel Discussion & Showcases: 
- Explore big box solutions for Non-Profit, Finance, Professional Services, Construction, Logistics, Retail & Hospitality.
- Discover AI applications for SMBs using cutting edge IT solutions—achievable now!
- Enhance physical security with AI.
- Implement cost-effective generative AI for websites & social media.
- Secure your operations with cybersecurity & managed IT solutions.
- Gain project management tips for successful implementation.
- Discuss actual use cases for quick wins and long-term investments.

*10:10 – 10:30 AM Q&A Session: Get your questions answered by experts.
*10:30 – 11:00 AM One-on-One Conversations at Exhibition Tables: Discuss practical use cases to start leveraging enterprise-grade solutions this year.

Featured Technologies:
• Chatbots & Voice AI Agents
• AI Analytics for Physical Security
• Generative & Agentic AI Software
• AI-Driven Marketing, Finance and Analytical Tools 
• Maximum Back Office Automation
• Cybersecurity & Managed IT

These technologies enable customer self-service, provide better insights, expedite job completion, increase lead conversions, and automate hazardous tasks. However, always prioritize data integrity and governance.

You might have ideas or have tried AI before. But if you want to go big—why not get advice from professionals? We systematically approach tech projects with assessments while leveraging the latest in IT technology.
Experience innovation at its finest—right here in Queens.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
636,1126,D,Skip,11,16,low-medium,open_or_rsvp,7,0,10,0,0,-2,-8,buyer: software builders; topic: AI,"software builders, AI","neutral location; taper day, morning drag; off-ICP signals: hackathon","Build the future of voice at our flagship 48-hour Voice Agents Hackathon! Join 500+ developers to create innovative voice applications. Features overnight access, mentorship, and major prizes. This event is a part of #NYCTechWeek—a week of events hosted by VC...",4950,Voice Agents Weekender Hackathon,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Central Park,Central Park,Morning,Leverage,Leverage,,Leverage,leverage,False,,https://partiful.com/e/rlbH6VVwOsJZfXlJkLpY,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/rlbH6VVwOsJZfXlJkLpY,https://partiful.com/e/rlbH6VVwOsJZfXlJkLpY,data/source/event_pages/rlbH6VVwOsJZfXlJkLpY-3815ee7bac.html,RSVP to Voice Agents Weekender… | Partiful,"Build the future of voice at our flagship 48-hour Voice Agents Hackathon! Join 500+ developers to create innovative voice applications. Features overnight access, mentorship, and major prizes.

This event is a part of #NYCTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com"
637,1127,D,Skip,11,16,medium,open_or_rsvp,7,0,20,13,2,-11,-24,"buyer: executives; topic: AI, enterprise; signal: builders/operators, founders","executives, AI, enterprise, builders/operators, founders, networking format","midtown reachable; weekend, morning drag, early; off-ICP signals: wellness/social, marketing/GTM/creator","Join us for the performance-driven fitness and networking experience designed for founders, executives, and high-performing individuals. This experience will include: - Competitive + inclusive fitness challenges with leaderboards & scoring - Networking opport...",4037,Fitness For Founders: The TAY Way Pro Day,2026-06-06,09:00:00,Saturday,2026-06-06 09:00,New York City,Midtown,Midtown,Morning,TAY Fitness,TAY Fitness,Technology Founders of America,TAY Fitness; Technology Founders of America,tay-fitness; technology-founders-of-america,False,,https://partiful.com/e/M0IcRybbcOWR9tbpmutm?c=YxuLHd9g,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/M0IcRybbcOWR9tbpmutm?c=YxuLHd9g,https://partiful.com/e/M0IcRybbcOWR9tbpmutm,data/source/event_pages/M0IcRybbcOWR9tbpmutm-c428962d76.html,Fitness For Founders: The TAY … | Partiful,"Join us for the performance-driven fitness and networking experience designed for founders, executives, and high-performing individuals.

This experience will include:
- Competitive + inclusive fitness challenges with leaderboards & scoring
- Networking opportunities to connect high-performing guests
- Premium amenities & refreshments for a full-service experience

9:00 AM- Doors Open 
9:30 AM- Doors Close 
9:35 AM- Featured Workout Session 
10:00 AM- Competition + Cool Down
10:15 AM- Brunch Bites + Networking
10:45 AM- Featured Panel Discussion
11:15 AM- Networking + Brand Activations
11:30 AM- Gifting 
12:00 PM- Event Closure

Dress Code: ATHLEISURE/WORKOUT ATTIRE: Guests should come prepared to participate in the workout session.

Share Sweat. Share Community.

About Us:

Taylor Hall
Taylor Hall is a NASM certified trainer and founder of 'The TAY Way': The standardized strength protocol helping leaders across the globe connect + build consistent habits together to perform under pressure.

Christopher Carew - Technology Founders of America
A community for Founders of Technology companies, based in America.
We are an online 1st community, with IRL events across the country.

…

Comp AI automates SOC 2, ISO 27001, HIPAA, and GDPR so your team doesn’t have to babysit compliance. Evidence, controls, vendors, and audit prep run on autopilot, so you're audit ready 24/7.

Trusted by fast-growing teams like Dub, Better Auth, and Ramp.

As part of NY Tech Week, get $2,000 off your compliance and get back to building, or grabbing coffee in Flatiron between talks.

Lock it in here: https://tinyurl.com/8nbn8f77

…

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
638,1128,D,Skip,11,16,low-medium,open_or_rsvp,0,0,0,4,4,-1,0,signal: founders,founders,"reasonable Manhattan; still high-density, outside main week, evening friendly",This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com. Pitch and Run was founded to make it easy for founders to connect with Angels and VCs without the pressure o...,4264,Pitch and Rum,2026-06-11,19:00:00,Thursday,2026-06-11 19:00,New York City,Chelsea,Chelsea,Evening,Pitch and Run,Pitch and Run,,Pitch and Run,pitch-and-run,False,,https://partiful.com/e/Lg39I7COpAjqNOwEkuxs,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/Lg39I7COpAjqNOwEkuxs,https://partiful.com/e/Lg39I7COpAjqNOwEkuxs,data/source/event_pages/Lg39I7COpAjqNOwEkuxs-041879c0e5.html,RSVP to Pitch and Rum - #NYTec… | Partiful,"This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com.

Pitch and Run was founded to make it easy for founders to connect with Angels and VCs without the pressure of a pitch meeting and to allow founders and startup employees to connect. Many companies have raised their round, found customers, and met their co-founders, and even found jobs from connections made at Pitch and Run."
639,1142,D,Skip,10,15,low-medium,open_or_rsvp,0,0,10,4,-5,-3,0,topic: AI; signal: networking format,"AI, networking format","less convenient; early-week push, morning drag, very early","Connect Smarter at Tech Week Have you ever attended a large event with hundreds—or even thousands—of people, and felt unsure about who you should talk to? We’re solving that problem. Instead of leaving it all to chance, your personal AI agent will first conne...",6,Agents Meet at New York 2026: Meet Your Next Partner,2026-06-01,08:00:00,Monday,2026-06-01 08:00,New York City,Brooklyn,Brooklyn,Morning,Walnut AI,Walnut AI,,Walnut AI,walnut-ai,False,,https://partiful.com/e/xEcp6n0qYyUuFZdbVauV,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/xEcp6n0qYyUuFZdbVauV,https://partiful.com/e/xEcp6n0qYyUuFZdbVauV,data/source/event_pages/xEcp6n0qYyUuFZdbVauV-37a827413d.html,RSVP to Agents Meet at New Yor… | Partiful,"Connect Smarter at Tech Week

Have you ever attended a large event with hundreds—or even thousands—of people, and felt unsure about who you should talk to?

We’re solving that problem. Instead of leaving it all to chance, your personal AI agent will first connect with other participants’ agents, helping you discover the most relevant people for you to meet. By the time you walk into the room, you’ll already know who your best matches are.

Here’s how it works:

Now – May 31, 9:00 PM → Sign-up is open.

Jun 1, 8:00 AM → You’ll receive an email with your personalized matches for Tech Week, along with a summary of the conversations your agent had on your behalf.

Jun 1, 2:00 – 4:00 PM → Join us for an in-person networking session at a cafe in New York, where you can finally meet your matches face-to-face.

We look forward to seeing you there!

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
640,1143,D,Skip,10,15,low-medium,open_or_rsvp,0,0,0,9,0,-3,0,"signal: builders/operators, founders","builders/operators, founders","neutral location; early-week push, morning drag, very early","Kick off Tech Week with a morning walk in Central Park and a conversation about the human side of innovation. As technology continues to reshape how we live, work and connect, we’re gathering founders and builders to talk about wellbeing, presence, human conn...",4533,Central Park Walk & Talk,2026-06-01,08:00:00,Monday,2026-06-01 08:00,New York City,Central Park,Central Park,Morning,Steady,Steady,,Steady,steady,False,,https://partiful.com/e/nM6p1woMkNCsrCmbgFlS,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/nM6p1woMkNCsrCmbgFlS,https://partiful.com/e/nM6p1woMkNCsrCmbgFlS,data/source/event_pages/nM6p1woMkNCsrCmbgFlS-008be57e78.html,RSVP to Central Park Walk & Ta… | Partiful,"Kick off Tech Week with a morning walk in Central Park and a conversation about the human side of innovation. As technology continues to reshape how we live, work and connect, we’re gathering founders and builders to talk about wellbeing, presence, human connection and what it means to create tools that support a full life.

This event is a part of #NYTechWeek – a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
641,1144,D,Skip,10,15,low-medium,open_or_rsvp,0,0,0,0,8,-2,0,weak explicit ICP signals,,"downtown convenient; peak midweek day, morning drag, very early","Join RemoFirst and Running Booth for a morning run or walk across the Brooklyn Bridge — one of the most iconic routes in the world. Meet us at the Oculus at the World Trade Center, lace up, and connect with NYC's tech community stride by stride. We'll bridge...",5486,Bridge the Tech Gap,2026-06-03,07:00:00,Wednesday,2026-06-03 07:00,New York City,Financial District,Financial District,Morning,RemoFirst,Remofirst,,Remofirst,remofirst,False,,https://partiful.com/e/0qepwkdEYxO5OYEvQ52k,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/0qepwkdEYxO5OYEvQ52k,https://partiful.com/e/0qepwkdEYxO5OYEvQ52k,data/source/event_pages/0qepwkdEYxO5OYEvQ52k-6b4336010f.html,Bridge the Tech Gap - #NYTechW… | Partiful,"Join RemoFirst and Running Booth for a morning run or walk across the Brooklyn Bridge — one of the most iconic routes in the world. Meet us at the Oculus at the World Trade Center, lace up, and connect with NYC's tech community stride by stride. We'll bridge Manhattan and Brooklyn, and a few new relationships along the way. Start your day at NY Tech Week the right way. 

Via PD will also be providing water, coffee, and post-run fuel so you can head into the rest of your day and NY Tech Week energized and ready.

The run will be approximately 3 miles with a shorter walk option. 

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com"
642,1145,D,Skip,10,15,low-medium,open_or_rsvp,0,0,0,4,4,-2,0,signal: founders,founders,"reasonable Manhattan; peak midweek day, morning drag, very early","Join Roo Capital on our rooftop in the Meatpacking District during NY Tech Week. We're bringing together founders and investors for great coffee and breakfast, thoughtful conversation, and new connections to kick off the day. Roo Capital is a venture capital...",2,Roo Capital: Founder + Investor Breakfast,2026-06-03,08:30:00,Wednesday,2026-06-03 08:30,New York City,Meatpacking District,Meatpacking District,Morning,Roo Capital,Roo Capital,,Roo Capital,roo-capital,False,,https://partiful.com/e/qnHFGeZHXU07GTrAf5ZO,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/qnHFGeZHXU07GTrAf5ZO,https://partiful.com/e/qnHFGeZHXU07GTrAf5ZO,data/source/event_pages/qnHFGeZHXU07GTrAf5ZO-353003bded.html,Roo Capital: Founder + Investo… | Partiful,"Join Roo Capital on our rooftop in the Meatpacking District during NY Tech Week. We're bringing together founders and investors for great coffee and breakfast, thoughtful conversation, and new connections to kick off the day. Roo Capital is a venture capital firm based in NYC and Miami, providing Capital + Talent + Growth support to the early-stage tech founders we partner with.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
643,1146,D,Skip,10,15,low-medium,open_or_rsvp,0,0,10,0,2,10,-16,topic: AI,AI,"midtown reachable; peak midweek day, afternoon; off-ICP signals: student-heavy","A casual gathering for engineers, students, and researchers who are interested in AI and computational research. Both the research-curious and veteran researchers are welcome. Celebrate the start of summer with an ice cream social! Come meet the marimo foundi...",5664,Marimo: Ice Cream Social for AI Researchers,2026-06-03,13:00:00,Wednesday,2026-06-03 13:00,New York City,Midtown,Midtown,Afternoon,CoreWeave,CoreWeave,,CoreWeave,coreweave,False,,https://partiful.com/e/XP4E96LBZVAKjv9grfcY,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/XP4E96LBZVAKjv9grfcY,https://partiful.com/e/XP4E96LBZVAKjv9grfcY,data/source/event_pages/XP4E96LBZVAKjv9grfcY-1bd3a25c90.html,Marimo: Ice Cream Social for A… | Partiful,"A casual gathering for engineers, students, and researchers who are interested in AI and computational research. 

Both the research-curious and veteran researchers are welcome. Celebrate the start of summer with an ice cream social!

Come meet the marimo founding team, learn about our newest open-source releases (hint: we give Claude access to live state in a notebook!), and connect with others in the research community.

About marimo: marimo is an open-source reactive Python notebook designed specifically for reproducible computation, rapid data manipulation, and interactive science communication. 

Unlike Jupyter, marimo notebooks are reactive, stored as pure .py (Git-friendly), executable as scripts, and easily deployable as web apps. 

marimo has been downloaded over 12 million times and is used for research and AI/ML development at companies like BlackRock, Shopify, OpenAI, Cloudflare and more.

This event is a part of #NyTechWeek, a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com"
644,1147,D,Skip,10,15,low-medium,open_or_rsvp,0,0,0,0,8,10,-12,weak explicit ICP signals,,"downtown convenient; peak midweek day, afternoon; off-ICP signals: marketing/GTM/creator","Create party invitations online for any event. Design custom invites in seconds, and send invites instantly with our free invitation maker!",6258,The Employee Advocacy Summit: Why Your Best Marketers Are Already on Your Payroll,2026-06-03,14:00:00,Wednesday,2026-06-03 14:00,New York City,SoHo,SoHo,Afternoon,VoiceScale,VoiceScale,,VoiceScale,voicescale,False,,https://partiful.com/e/BcZRs4qjf2FHVZwZLQ9v?c=bra5MNSD,https://www.tech-week.com/calendar/nyc,404,,https://partiful.com/e/BcZRs4qjf2FHVZwZLQ9v?c=bra5MNSD,,,Not Found | Partiful,"Create party invitations online for any event. Design custom invites in seconds, and send invites instantly with our free invitation maker!"
645,1148,D,Skip,10,15,low-medium,open_or_rsvp,0,0,0,4,8,12,-18,signal: founders,founders,"downtown convenient; peak midweek day, evening friendly; off-ICP signals: consumer/lifestyle, investor-heavy","Join The Ok Sweetie Show and True Beauty Ventures for an intimate evening at Tech Week. Founders, LP, and powerhouses coming together for cocktails, community, and conversation. Expect beauty tips, samples, and a live podcast taping in a room full of people w...",5009,Podcast & Beauty Night at Tech Week,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,SoHo,SoHo,Evening,The Ok Sweetie Show,The Ok Sweetie Show,True Beauty Ventures,The Ok Sweetie Show; True Beauty Ventures,the-ok-sweetie-show; true-beauty-ventures,False,,https://partiful.com/e/Zpug1scEnob8QlWGmoK9,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/Zpug1scEnob8QlWGmoK9,https://partiful.com/e/Zpug1scEnob8QlWGmoK9,data/source/event_pages/Zpug1scEnob8QlWGmoK9-f0495a1be8.html,RSVP to Podcast & Beauty Night… | Partiful,"Join The Ok Sweetie Show and True Beauty Ventures for an intimate evening at Tech Week. Founders, LP, and powerhouses coming together for cocktails, community, and conversation. Expect beauty tips, samples, and a live podcast taping in a room full of people who are building, backing, and boldly showing up.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com"
646,1149,D,Skip,10,15,low-medium,open_or_rsvp,0,0,8,4,8,-2,-12,topic: B2B SaaS; signal: networking format,"B2B SaaS, networking format","downtown convenient; still high-density, morning drag, early; off-ICP signals: marketing/GTM/creator","​​​​We're building a different sort of networking event for members of the Tech and SaaS communities to get outside, meet new people, and enjoy some fresh air, while practicing mindful movement. Every week, we'll gather at an easy-to-find meeting spot and the...",6191,Health TechWalk,2026-06-04,09:00:00,Thursday,2026-06-04 09:00,New York City,Financial District,Financial District,Morning,TechWalk,TechWalk,,TechWalk,techwalk,False,,https://partiful.com/e/ZHsSj1cL8U5WhQgohQrV?c=VkVx9tgg,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/ZHsSj1cL8U5WhQgohQrV?c=VkVx9tgg,https://partiful.com/e/ZHsSj1cL8U5WhQgohQrV,data/source/event_pages/ZHsSj1cL8U5WhQgohQrV-b6c2c76ce6.html,Health TechWalk - #NYTechWeek | Partiful,"​​​​We're building a different sort of networking event for members of the Tech and SaaS communities to get outside, meet new people, and enjoy some fresh air, while practicing mindful movement.

Every week, we'll gather at an easy-to-find meeting spot and then take a leisurely stroll through the park, appreciating the scenery and forging new connections in a friendly and inclusive setting.

This is a chance to network, share ideas, and build relationships in a healthy and refreshing alternative to the average happy hour.

Whether you're looking for a new role or just need a break from the daily grind, a﻿ll are welcome.﻿ We look forward to seeing you there!

F﻿or real-time updates on special events and new Co-Hosts follow us sign up for our newsletter www.techwalk.co

​Welcome to the TechWalk community. Every journey begins with a first step, and we're genuinely delighted to get acquainted.

​By registering for TechWalk events, you agree to our Terms of Participation, which include our media and marketing consent, newsletter consent, assumption of risk, and community guidelines. You may unsubscribe from TechWalk communications at any time.

​Check our Code of Conduct, Community Guidelines, and Privacy Policy.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
